2022-05-05 10:40:00,5,39.63636364
2022-05-05 10:45:00,5,47.72727273
2022-05-05 10:50:00,4,39.36363636
2022-05-05 10:55:00,5,39.40909091
2022-05-05 11:00:00,5,39.45454545
2022-05-05 11:05:00,5,39.45454545
2022-05-05 11:10:00,5,38.59090909
2022-05-05 11:15:00,5,39.04545455
2022-05-05 11:20:00,5,44.31818182
2022-05-05 11:25:00,5.5,39.59090909
2022-05-05 11:30:00,5,40.81818182
2022-05-05 11:35:00,5,44.63636364
2022-05-05 11:40:00,5.5,41.36363636
2022-05-05 11:45:00,5,56.63636364
2022-05-05 11:50:00,5,41.40909091
2022-05-05 11:55:00,5,44
2022-05-05 12:00:00,5,43.77272727
2022-05-05 12:05:00,5,49.54545455
2022-05-05 12:10:00,5,51.40909091
2022-05-05 12:15:00,6.5,48.45454545
2022-05-05 12:20:00,4,49.59090909
2022-05-05 12:25:00,5,46.54545455
2022-05-05 12:30:00,11,39.22727273
2022-05-05 12:35:00,5,39.27272727
2022-05-05 12:40:00,5,57.27272727
2022-05-05 12:45:00,7,45.5
2022-05-05 12:50:00,5,39.31818182
2022-05-05 12:55:00,5.5,39.09090909
2022-05-05 13:00:00,5,38.86363636
2022-05-05 13:05:00,5,38.95454545
2022-05-05 13:10:00,5,38.63636364
2022-05-05 13:15:00,5,39.18181818
2022-05-05 13:20:00,5,39.18181818
2022-05-05 13:25:00,5,39
2022-05-05 13:30:00,8.5,41.22727273
2022-05-05 13:35:00,5,39.22727273
2022-05-05 13:40:00,5,39.09090909
2022-05-05 13:45:00,9.5,40.27272727
2022-05-05 13:50:00,6,39.09090909
2022-05-05 13:55:00,5,48.22727273
2022-05-05 14:00:00,5,39
2022-05-05 14:05:00,5,39.18181818
2022-05-05 14:10:00,5,41.09090909
2022-05-05 14:15:00,5,39.54545455
2022-05-05 14:20:00,5.5,39.5
2022-05-05 14:25:00,5,39.22727273
2022-05-05 14:30:00,5,39.22727273
2022-05-05 14:35:00,5,39.54545455
2022-05-05 14:40:00,5,42.31818182
